price,qty,side
101.58,64,S
101.57,44,S
101.61,35,S
101.6,14,B
101.61,84,S
101.59,35,S
101.62,46,B
101.58,61,S
101.62,215,S
101.63,5,S
101.63,231,S
101.66,59,B
101.62,52,B
101.6,139,S
101.56,3,B
101.56,7,B
101.52,75,S
101.53,24,B
101.53,10,S
101.58,46,B
101.55,60,S
101.59,53,S
101.56,22,S
101.53,4,B
101.55,84,B
101.54,36,S
101.56,35,B
101.54,62,B
101.52,1,S
101.52,100,B
101.49,46,B
101.54,8,B
101.52,34,S
101.47,10,S
101.46,8,S
101.51,35,S
101.51,26,S
101.52,38,S
101.49,8,B
101.49,26,B
101.45,15,B
101.43,163,S
101.46,22,S
101.43,10,S
101.45,38,S
101.41,40,B
101.38,354,B
101.36,9,S
101.38,6,B
101.39,16,S
101.36,55,S
101.35,131,S
101.3,36,S
101.3,25,S
101.3,67,B
101.32,22,B
101.35,24,B
101.34,23,B
101.31,17,S
101.3,55,B
101.32,7,S
101.37,24,B
101.41,49,S
101.44,2,S
101.46,110,B
101.46,52,B
101.5,23,S
101.45,18,S
101.45,77,S
101.42,102,S
101.43,32,B
101.44,5,B
101.42,11,S
101.41,13,B
101.44,15,B
101.47,12,B
101.49,207,S
101.53,46,S
101.5,15,B
101.51,15,S
101.48,43,S
101.45,14,S
101.49,20,S
101.5,33,B
101.54,2,S
101.58,28,B
101.6,161,S
101.63,26,S
101.63,24,S
101.59,201,B
101.55,30,S
101.57,29,B
101.59,43,B
101.62,69,S
101.6,7,B
101.63,28,S
101.64,19,B
101.66,9,B
101.7,7,S
101.68,30,S
101.72,27,S
101.7,96,S
101.66,53,B
101.64,45,B
101.68,15,S
101.64,68,B
101.61,33,B
101.66,17,B
101.67,11,S
101.71,17,B
101.76,6,S
101.76,186,B
101.79,96,S
101.79,16,S
101.83,10,S
101.8,73,S
101.85,7,S
101.85,18,B
101.83,137,B
101.82,100,S
101.86,5,B
101.83,15,B
101.82,24,B
101.83,88,B
101.84,22,B
101.84,3,S
101.8,167,S
101.83,23,S
101.81,9,S
101.84,85,S
101.79,5,S
101.78,2,B
101.73,29,B
101.75,42,B
101.74,12,B
101.76,12,B
101.8,89,S
101.77,51,B
101.75,62,S
101.72,35,S
101.68,12,S
101.7,240,B
101.66,41,B
101.7,9,B
101.66,34,B
101.67,69,B
101.69,39,S
101.69,4,S
101.74,173,S
101.75,72,S
101.73,38,S
101.71,96,S
101.7,54,B
101.65,5,S
101.65,24,B
101.62,97,S
101.64,157,S
101.6,59,B
101.59,28,S
101.56,8,S
101.58,80,S
101.6,83,S
101.64,17,B
101.67,30,S
101.72,77,S
101.76,37,B
101.72,8,B
101.76,25,B
101.74,68,S
101.75,63,S
101.73,24,S
101.74,40,S
101.72,47,B
101.68,76,B
101.73,226,S
101.68,65,S
101.73,32,B
101.75,53,S
101.7,22,B
101.66,114,B
101.69,3,S
101.73,22,B
101.76,38,B
101.73,96,B
101.78,18,B
101.8,61,B
101.76,86,S
101.74,16,B
101.79,72,S
101.81,23,S
101.77,120,S
101.79,34,S
101.77,108,B
101.75,7,S
101.78,25,B
101.83,13,B
101.8,16,S
101.8,90,B
101.84,17,S
101.87,185,B
101.91,9,S
101.92,75,B
101.96,20,S
102,17,B
102.04,9,S
102.01,63,B
101.97,84,S
102.01,14,B
101.98,8,B
101.99,23,S
102.01,7,B
102.04,44,S
102.07,40,B
102.06,21,B
102.02,33,B
102,31,S
102.05,87,B
102.05,13,B
102,55,S
102,115,S
102,26,B
102.04,65,B
102.02,45,B
101.98,13,B
102,176,B
101.99,9,S
102.02,21,B
101.98,93,B
101.93,4,S
101.9,5,B
101.87,22,S
101.85,15,B
101.84,19,S
101.88,19,S
101.88,41,B
101.85,12,B
101.85,23,B
101.87,76,B
101.85,29,S
101.87,72,S
101.9,13,B
101.9,83,S
101.94,8,S
101.96,33,B
102.01,11,S
101.97,97,B
102.02,1,B
102.02,41,S
102.02,33,B
102.07,15,S
102.03,70,B
102.07,101,B
102.1,50,B
102.07,16,B
102.09,28,S
102.06,83,B
102.04,227,B
102.03,15,B
102.05,71,S
102.08,172,B
102.06,18,B
102.04,3,B
102.05,22,B
102.08,13,S
102.11,8,S
102.06,36,B
102.09,66,B
102.06,1,S
102.1,14,S
102.13,14,B
102.09,179,S
102.14,17,B
102.17,17,B
102.15,2,S
102.18,19,B
102.14,8,S
102.15,22,B
102.14,110,B
102.11,10,B
102.09,89,S
102.07,48,B
102.09,5,S
102.12,57,S
102.09,16,S
102.07,10,B
102.05,124,S
102.03,63,S
102.02,40,S
102.02,81,B
101.98,61,B
101.98,113,B
102.02,18,S
102.06,43,S
102.02,23,S
102.01,53,S
101.96,195,B
101.95,37,S
101.92,25,B
101.91,42,S
101.91,2,B
101.91,38,S
101.94,55,S
101.91,31,S
101.91,49,S
101.94,28,S
101.95,8,S
101.97,16,S
101.96,20,B
101.94,11,S
101.98,182,B
101.98,5,B
102.01,46,S
102.01,19,B
102.06,51,B
102.03,5,S
102.03,14,B
101.99,3,B
102.02,86,S
102.05,130,S
102.01,80,S
102.03,71,B
101.99,63,B
102.02,31,S
102.02,1,B
101.98,6,S
101.99,129,S
101.95,32,B
101.97,24,S
102,34,S
101.97,29,B
101.99,23,B
101.95,37,B
101.96,18,B
101.97,34,B
101.93,2,B
101.9,17,S
101.89,97,S
101.89,70,S
101.94,186,B
101.91,44,S
101.89,102,B
101.86,13,B
101.86,68,S
101.9,5,B
101.92,30,B
101.91,1,B
101.87,5,S
101.86,32,S
101.89,5,B
101.86,25,S
101.89,78,S
101.87,85,S
101.85,18,S
101.85,100,B
101.88,47,S
101.91,35,B
101.95,112,S
101.97,27,B
102.02,75,B
102.01,106,S
102.03,105,B
101.99,20,B
102.03,21,B
101.99,51,B
101.94,33,B
101.94,61,B
101.94,48,B
101.93,287,B
101.91,11,B
101.86,10,B
101.84,103,S
101.84,2,B
101.88,132,B
101.84,91,S
101.85,54,S
101.8,7,S
101.82,40,S
101.85,56,B
101.81,61,S
101.8,42,S
101.78,27,B
101.78,21,B
101.8,3,B
101.77,32,B
101.8,83,S
101.8,33,B
101.83,19,S
101.86,32,S
101.91,24,B
101.93,126,S
101.93,70,B
101.9,22,S
101.87,12,S
101.88,35,S
101.93,12,B
101.9,31,B
101.93,14,B
101.95,22,S
102,20,S
101.99,50,B
101.94,67,S
101.99,7,B
101.98,12,S
101.93,123,B
101.89,16,S
101.94,126,S
101.9,87,B
101.9,16,S
101.89,145,S
101.93,45,S
101.98,14,S
101.96,18,B
101.95,10,S
101.95,11,B
101.98,20,S
101.98,45,B
101.98,47,S
101.98,201,B
102.01,134,S
102.01,20,S
102.04,8,S
102.07,5,B
102.06,15,B
102.08,90,S
102.1,24,B
102.11,2,S
102.11,37,B
102.09,14,S
102.11,2,S
102.11,60,B
102.07,2,S
102.08,14,S
102.13,35,B
102.09,17,B
102.13,58,S
102.16,37,B
102.17,1,S
102.14,71,B
102.09,66,B
102.06,179,B
102.03,69,S
102.03,50,S
102.03,125,S
102.02,39,B
102.05,28,S
102.03,61,S
102.04,17,S
102,3,B
102.05,39,S
102.06,142,B
102.03,179,B
102.02,3,S
101.99,8,B
101.99,59,S
102.01,37,B
101.98,38,B
102,68,S
101.97,25,B
101.95,59,B
101.96,41,B
101.99,62,B
101.97,47,S
101.99,12,S
101.95,17,B
101.94,81,B
101.95,22,S
101.94,12,S
101.94,16,S
101.9,28,S
101.9,212,S
101.85,25,B
101.84,75,B
101.85,12,B
101.87,17,S
101.92,40,B
101.88,20,S
101.86,77,B
101.87,43,S
101.84,22,S
101.82,34,S
101.78,70,B
101.76,17,B
101.75,1,B
101.8,5,B
101.79,2,B
101.84,51,B
101.81,59,B
101.78,21,S
101.82,45,B
101.83,34,S
101.79,16,B
101.76,40,S
101.77,119,S
101.73,65,S
101.74,17,S
101.78,11,B
101.79,8,S
101.77,9,B
101.74,92,B
101.73,38,S
101.7,45,S
101.73,23,S
101.73,122,B
101.71,3,S
101.71,29,B
101.73,54,B
101.69,42,B
101.66,15,B
101.71,29,B
101.71,34,S
101.67,9,S
101.63,4,B
101.63,98,S
101.65,235,S
101.66,51,B
101.68,192,S
101.64,17,S
101.63,2,B
101.63,1,B
101.65,18,S
101.69,101,B
101.74,72,S
101.74,32,B
101.73,18,S
101.71,7,B
101.69,198,S
101.71,22,S
101.72,11,B
101.74,20,S
101.69,41,B
101.67,99,B
101.69,20,B
101.68,31,B
101.69,223,B
101.65,181,B
101.69,125,B
101.68,66,S
101.63,120,S
101.66,17,B
101.63,24,B
101.61,12,B
101.65,17,S
101.61,14,S
101.57,87,B
101.59,46,B
101.55,47,S
101.53,30,B
101.57,174,B
101.61,34,S
101.56,68,B
101.56,12,B
101.56,1,S
101.51,163,S
101.54,187,B
101.59,40,B
101.61,6,S
101.6,2,B
101.64,1,B
101.67,18,S
101.64,24,S
101.6,69,S
101.61,54,B
101.62,85,B
101.64,10,S
101.59,36,S
101.58,49,S
101.54,121,S
101.49,26,B
101.5,11,S
101.48,44,B
101.51,17,S
101.55,71,S
101.6,75,B
101.63,79,B
101.66,61,B
101.64,7,B
101.63,65,B
101.59,147,B
101.59,55,S
101.56,40,B
101.53,11,S
101.5,101,S
101.47,3,B
101.47,183,B
101.42,3,B
101.43,26,B
101.47,22,B
101.52,70,B
101.52,1,S
101.47,58,S
101.47,20,B
101.46,78,B
101.47,25,B
101.51,73,S
101.55,6,S
101.58,13,B
101.54,13,B
101.53,20,S
101.55,7,S
101.53,186,S
101.57,8,S
101.55,53,B
101.52,4,S
101.56,133,B
101.51,99,B
101.54,83,S
101.56,14,B
101.6,4,B
101.58,7,B
101.62,40,B
101.58,202,S
101.54,150,S
101.58,3,B
101.54,24,S
101.56,62,S
101.58,170,B
101.62,30,S
101.67,264,B
101.63,17,B
101.66,26,B
101.7,101,S
101.72,19,B
101.73,143,S
101.73,2,B
101.69,22,S
101.66,9,B
101.69,18,B
101.72,19,B
101.73,40,S
101.7,57,S
101.73,19,S
101.74,10,S
101.79,101,S
101.83,36,B
101.83,16,S
101.79,55,B
101.83,75,S
101.81,63,S
101.81,1,S
101.84,1,B
101.86,70,S
101.89,78,S
101.94,10,S
101.94,34,S
101.93,4,S
101.92,54,S
101.96,33,B
101.96,52,S
101.92,79,S
101.95,37,S
102,19,B
102.04,34,S
102.09,25,B
102.12,14,B
102.15,25,B
102.15,59,B
102.15,36,S
102.18,20,B
102.16,181,S
102.21,8,S
102.17,6,S
102.12,15,S
102.1,95,S
102.13,5,B
102.15,16,S
102.2,19,B
102.24,24,S
102.19,8,S
102.15,19,S
102.18,169,B
102.21,17,S
102.25,6,S
102.25,17,S
102.3,9,S
102.32,15,S
102.36,74,B
102.32,7,B
102.34,27,S
102.34,107,B
102.31,19,S
102.32,17,B
102.3,57,S
102.27,24,S
102.24,3,S
102.28,6,B
102.29,31,B
102.32,51,B
102.28,28,B
102.27,140,S
102.3,32,B
102.27,16,B
102.32,37,S
102.3,14,S
102.32,32,B
102.37,36,S
102.38,10,S
102.34,103,S
102.36,127,S
102.4,46,B
102.44,91,S
102.39,61,S
102.38,8,B
102.38,23,B
102.4,13,S
102.43,144,B
102.43,45,B
102.42,40,B
102.44,61,B
102.43,3,B
102.41,28,S
102.4,93,B
102.45,76,B
102.49,8,B
102.53,17,B
102.52,103,B
102.5,5,B
102.49,11,B
102.46,8,B
102.45,9,S
102.44,104,S
102.46,24,B
102.48,145,S
102.52,27,B
102.55,35,S
102.58,20,S
102.55,28,S
102.57,51,S
102.58,7,S
102.6,6,S
102.59,91,B
102.61,49,B
102.62,58,S
102.64,19,B
102.61,17,B
102.6,1,B
102.59,45,S
102.6,28,S
102.55,77,S
102.59,16,S
102.62,25,S
102.57,18,B
102.52,81,B
102.5,22,B
102.46,96,B
102.42,51,B
102.45,17,B
102.41,7,B
102.43,131,B
102.44,255,B
102.49,71,B
102.48,8,B
102.49,35,S
102.48,50,B
102.46,135,B
102.43,31,B
102.47,25,S
102.49,31,S
102.45,27,S
102.42,28,B
102.4,41,S
102.43,51,S
102.46,3,B
102.47,29,B
102.48,108,B
102.49,10,S
102.53,75,B
102.54,7,B
102.54,68,B
102.55,49,S
102.51,22,B
102.49,1,S
102.54,58,S
102.55,38,S
102.51,28,S
102.54,80,B
102.59,41,B
102.62,7,S
102.63,25,S
102.67,16,B
102.72,34,S
102.7,40,S
102.66,49,S
102.67,20,S
102.65,97,S
102.6,23,S
102.57,57,B
102.6,53,S
102.61,21,S
102.63,29,S
102.68,56,S
102.63,45,B
102.67,49,S
102.66,49,B
102.68,377,S
102.66,3,S
102.62,2,S
102.58,15,B
102.62,25,B
102.66,21,S
102.62,40,S
102.64,23,S
102.65,141,S
102.61,68,B
102.62,55,B
102.57,10,S
102.53,11,S
102.48,28,B
102.49,101,B
102.49,11,B
102.52,22,B
102.48,7,S
102.47,54,B
102.46,42,B
102.44,36,S
102.45,39,B
102.41,245,S
102.44,36,B
102.46,82,B
102.44,4,B
102.47,10,S
102.51,37,S
102.52,2,S
102.54,14,B
102.52,35,B
102.56,3,S
102.55,29,B
102.52,26,B
102.54,46,S
102.5,40,B
102.49,50,S
102.5,23,S
102.55,66,S
102.5,159,S
102.49,9,B
102.44,73,B
102.48,15,S
102.47,77,S
102.42,5,S
102.38,88,B
102.35,8,B
102.3,31,B
102.31,5,S
102.31,130,S
102.3,34,B
102.3,68,B
102.28,55,S
102.29,41,S
102.34,42,S
102.38,33,S
102.42,45,B
102.39,308,S
102.41,23,B
102.37,24,S
102.4,83,S
102.39,18,S
102.43,5,S
102.47,9,S
102.49,55,B
102.45,19,S
102.47,65,B
102.49,39,B
102.47,8,S
102.47,44,S
102.44,13,S
102.43,18,S
102.43,26,B
102.45,12,B
102.45,90,B
102.47,67,S
102.43,91,B
102.46,89,B
102.46,47,S
102.44,54,S
102.48,141,S
102.51,35,B
102.56,8,B
102.59,42,B
102.55,30,B
102.51,27,S
102.52,70,S
102.52,37,B
102.49,56,B
102.52,24,B
102.48,14,B
102.51,49,B
102.55,20,B
102.58,106,S
102.6,9,B
102.62,25,B
102.65,191,B
102.7,91,S
102.72,36,S
102.73,51,B
102.73,24,B
102.74,67,S
102.78,82,B
102.82,16,S
102.86,33,S
102.84,9,B
102.88,40,S
102.85,48,S
102.87,82,B
102.88,255,S
102.91,15,S
102.9,7,S
102.92,30,B
102.93,192,B
102.94,10,S
102.97,61,S
102.92,81,B
102.93,18,B
102.9,61,B
102.92,31,S
102.91,23,S
102.96,7,B
102.98,172,B
102.98,54,S
102.95,13,B
102.96,46,S
102.96,2,B
102.95,42,B
102.94,8,S
102.98,35,B
103.01,35,B
103,32,B
102.99,5,S
103,70,S
103.01,6,B
103.02,108,B
103.02,121,S
102.98,7,B
102.93,12,B
102.92,9,S
102.95,23,B
102.93,52,B
102.97,8,S
103,37,S
103.03,62,S
102.99,35,S
102.97,185,S
102.97,49,S
103,79,B
103.03,264,B
103.04,120,S
103.02,68,S
102.99,46,B
102.96,72,B
102.98,49,B
102.98,52,S
102.99,115,B
103.02,43,S
102.98,75,S
102.94,264,B
102.92,115,B
102.91,68,S
102.87,3,S
102.87,1,B
102.88,116,B
102.91,27,B
102.92,24,B
102.89,73,B
102.9,37,B
102.85,49,S
102.82,36,S
102.82,25,S
102.8,145,S
102.85,91,B
102.82,317,B
102.86,32,B
102.86,14,S
102.81,105,B
102.81,7,B
102.84,14,S
102.82,35,B
102.83,51,S
102.82,133,S
102.8,4,S
102.77,82,S
102.8,25,B
102.8,43,S
102.83,33,S
102.81,49,S
102.82,23,S
102.82,65,S
102.86,40,B
102.81,2,S
102.81,55,B
102.84,74,S
102.8,45,S
102.81,136,B
102.78,9,S
102.77,6,S
102.77,60,B
102.75,22,S
102.75,39,S
102.74,32,B
102.78,43,S
102.79,78,S
102.81,85,S
102.82,18,S
102.83,141,B
102.82,20,S
102.79,30,S
102.77,100,B
102.81,19,B
102.84,10,B
102.87,24,S
102.83,28,B
102.88,31,S
102.88,20,S
102.85,15,S
102.82,36,B
102.79,12,B
102.76,14,S
102.8,19,S
102.76,20,S
102.74,140,B
102.75,106,S
102.74,36,S
102.73,36,B
102.75,100,S
102.79,65,S
102.84,133,S
102.83,42,S
102.86,146,S
102.82,14,B
102.82,26,B
102.81,181,B
102.8,55,S
102.83,63,B
102.81,112,B
102.78,92,B
102.78,73,S
102.83,58,S
102.83,6,S
102.85,12,S
102.81,29,S
102.83,6,S
102.87,22,B
102.88,323,B
102.87,5,S
102.85,51,B
102.85,61,B
102.86,4,B
102.84,2,B
102.81,16,B
102.78,35,B
102.76,201,B
102.8,150,S
102.83,110,S
102.81,74,B
102.84,92,B
102.81,69,B
102.76,92,S
102.72,44,B
102.74,79,S
102.72,322,S
102.77,13,B
102.76,24,S
102.73,89,B
102.72,11,B
102.7,60,S
102.67,58,S
102.69,11,B
102.66,36,B
102.62,92,S
102.61,12,B
102.61,96,B
102.62,31,S
102.67,11,S
102.68,36,S
102.64,100,S
102.62,18,S
102.65,124,B
102.68,8,B
102.65,39,S
102.7,11,S
102.71,91,S
102.71,14,B
102.7,17,B
102.72,2,S
102.69,11,B
102.74,66,S
102.7,14,S
102.68,92,B
102.71,20,S
102.76,23,S
102.78,44,B
102.8,161,B
102.84,19,B
102.85,265,B
102.83,72,B
102.86,152,S
102.91,51,S
102.88,37,B
102.88,22,S
102.92,95,B
102.88,17,S
102.85,22,B
102.84,18,B
102.79,23,S
102.83,11,S
102.8,2,B
102.78,39,S
102.74,39,B
102.72,20,S
102.71,47,B
102.69,20,B
102.68,103,S
102.68,130,B
102.65,105,S
102.62,163,S
102.57,6,S
102.62,56,B
102.63,6,S
102.65,58,B
102.63,16,B
102.64,8,S
102.69,1,B
102.68,65,S
102.71,54,S
102.71,46,S
102.68,34,S
102.7,13,B
102.66,90,S
102.71,2,S
102.66,88,B
102.71,26,S
102.72,112,S
102.69,129,S
102.66,33,S
102.66,12,B
102.64,76,S
102.66,8,S
102.63,3,S
102.64,45,S
102.63,28,B
102.62,4,S
102.59,81,S
102.61,41,B
102.65,42,B
102.6,41,B
102.57,73,S
102.54,57,S
102.54,117,B
102.58,3,S
102.62,4,S
102.64,19,S
102.62,32,B
102.61,204,B
102.63,40,S
102.64,74,B
102.65,198,B
102.65,19,S
102.65,16,B
102.61,16,S
102.63,2,S
102.58,36,B
102.62,82,B
102.6,20,B
102.64,135,S
102.67,2,B
102.7,53,B
102.66,148,B
102.63,32,S
102.64,13,S
102.62,132,B
102.66,39,S
102.63,25,S
102.66,18,S
102.67,52,S
102.64,255,B
102.66,75,S
102.66,116,S
102.64,64,B
102.64,52,S
102.64,65,B
102.67,26,B
102.7,28,B
102.73,156,S
102.76,119,S
102.78,104,S
102.83,19,S
102.79,42,B
102.78,14,B
102.76,2,S
102.8,60,B
102.82,9,B
102.86,12,B
102.89,11,B
102.84,46,S
102.79,20,B
102.75,48,S
102.74,53,S
102.75,55,S
102.75,78,B
102.76,261,S
102.76,14,S
102.76,10,B
102.8,25,B
102.79,70,B
102.74,12,B
102.69,206,B
102.72,160,B
102.7,38,B
102.67,77,S
102.65,73,S
102.68,90,B
102.71,23,B
102.73,6,S
102.7,48,S
102.66,77,S
102.66,123,S
102.66,46,S
102.67,77,B
102.62,9,S
102.67,17,B
102.72,158,S
102.67,53,S
102.65,160,S
102.68,61,S
102.71,32,S
102.68,315,B
102.66,107,S
102.63,42,S
102.63,42,S
102.66,9,B
102.7,11,S
102.68,49,B
102.67,2,S
102.72,28,B
102.7,9,S
102.66,46,S
102.71,45,B
102.74,43,S
102.78,43,S
102.73,42,B
102.76,80,S
102.74,26,S
102.75,9,S
102.76,92,B
102.78,38,S
102.79,55,B
102.81,68,S
102.78,127,B
102.77,4,B
102.74,46,S
102.7,18,S
102.73,63,S
102.78,42,B
102.77,104,B
102.82,20,B
102.82,25,B
102.82,38,S
102.8,79,B
102.82,51,S
102.86,112,S
102.89,16,S
102.85,9,B
102.85,165,S
102.88,20,B
102.87,39,B
102.84,13,S
102.86,18,B
102.89,165,S
102.94,71,S
102.98,9,S
102.98,77,B
103,39,B
102.97,100,S
102.98,2,B
103.02,52,B
103.01,283,B
103,49,B
102.99,202,B
102.97,33,S
102.99,21,S
103.01,11,B
103.01,117,S
103,19,B
103.04,58,S
103.02,34,S
102.97,66,S
102.95,56,S
102.94,11,B
102.92,14,S
102.94,19,B
102.89,25,S
102.9,205,B
102.94,44,S
102.92,80,S
102.96,68,S
102.94,31,B
102.98,9,S
103.01,86,S
103,22,S
102.99,11,B
102.96,71,B
103.01,3,S
103.04,66,B
103.07,25,B
103.08,58,B
103.07,45,S
103.07,41,B
103.04,6,S
103.03,7,B
102.99,40,S
102.96,18,B
102.96,10,S
102.98,34,B
102.99,8,S
103.01,51,S
102.98,206,S
103,4,S
103.02,3,B
103.04,4,S
103.07,73,B
103.1,58,S
103.14,27,S
103.1,72,B
103.11,8,S
103.1,58,B
103.11,204,S
103.07,74,B
103.05,29,B
103.06,14,S
103.02,8,S
103.01,3,B
102.97,59,B
103.02,28,B
103,10,B
103,34,S
102.99,53,B
103.02,8,B
102.98,12,S
102.97,1,B
102.95,1,S
103,30,B
102.98,29,S
102.98,8,B
102.94,160,B
102.97,6,S
103.02,7,B
103.06,193,B
103.02,45,B
103.05,2,B
103.06,59,S
103.01,24,B
102.98,125,B
102.93,8,S
102.94,74,B
102.99,8,S
102.97,55,S
102.97,4,S
102.95,5,B
102.98,25,B
102.98,10,B
102.94,20,S
102.97,32,B
102.95,8,S
102.9,27,B
102.87,22,B
102.87,4,B
102.82,36,B
102.86,64,S
102.88,107,S
102.9,7,S
102.91,2,S
102.86,26,S
102.9,53,S
102.93,14,S
102.9,42,S
102.93,5,B
102.9,25,B
102.89,78,S
102.85,27,B
102.85,179,B
102.89,19,S
102.84,80,B
102.88,59,B
102.87,39,S
102.9,3,S
102.88,7,S
102.88,20,S
102.85,119,B
102.87,6,B
102.9,55,S
102.86,4,S
102.9,66,S
102.88,59,B
102.86,66,S
102.87,24,B
102.91,62,B
102.9,71,S
102.94,33,B
102.98,52,B
102.96,25,B
102.98,73,S
103.03,17,S
103.07,62,S
103.03,61,S
103.01,45,B
103.02,13,B
103.02,13,S
103.06,125,B
103.05,114,B
103.09,5,B
103.11,11,S
103.13,100,S
103.12,162,B
103.13,3,B
103.15,23,S
103.18,78,S
103.19,16,S
103.21,5,S
103.23,24,B
103.21,46,S
103.19,44,S
103.15,123,B
103.15,42,B
103.17,90,B
103.22,11,B
103.21,56,S
103.2,26,S
103.24,53,B
103.26,23,S
103.26,64,S
103.27,23,B
103.25,13,B
103.23,42,S
103.24,43,B
103.24,44,B
103.22,48,S
103.2,49,S
103.23,79,S
103.18,13,S
103.2,60,B
103.2,157,B
103.18,89,B
103.14,2,B
103.14,56,S
103.12,2,B
103.1,22,S
103.08,9,S
103.07,140,B
103.08,54,S
103.04,10,S
103.08,156,B
103.11,29,B
103.11,77,S
103.09,41,B
103.07,72,B
103.1,58,B
103.09,104,S
103.11,27,B
103.11,73,B
103.14,9,B
103.19,58,S
103.21,93,B
103.2,2,B
103.18,57,S
103.21,94,S
103.21,52,S
103.24,31,S
103.23,10,S
103.27,349,B
103.31,7,B
103.36,15,B
103.31,18,S
103.26,37,B
103.31,14,S
103.26,27,B
103.29,35,S
103.34,72,B
103.33,61,S
103.37,74,B
103.4,91,S
103.36,130,B
103.39,53,S
103.43,51,B
103.41,111,S
103.43,12,B
103.38,18,B
103.33,65,S
103.35,26,B
103.38,15,S
103.39,31,S
103.35,102,B
103.33,45,S
103.28,38,B
103.33,163,B
103.33,38,S
103.34,44,B
103.3,29,S
103.31,49,B
103.33,184,S
103.37,26,S
103.41,1,S
103.39,42,B
103.42,33,S
103.45,25,S
103.43,34,B
103.41,4,S
103.4,8,B
103.4,77,B
103.35,210,B
103.38,196,S
103.35,142,B
103.31,31,S
103.35,5,S
103.38,10,B
103.38,24,B
103.35,7,S
103.31,131,S
103.34,62,B
103.37,54,S
103.36,48,B
103.38,86,B
103.33,124,S
103.36,1,S
103.34,8,B
103.32,55,S
103.33,8,S
103.35,50,B
103.38,203,S
103.36,2,S
103.4,38,S
103.39,31,S
103.43,2,B
103.47,29,S
103.44,21,B
103.39,61,B
103.44,36,B
103.39,73,B
103.36,26,S
103.36,16,S
103.36,120,S
103.4,184,B
103.35,492,B
103.31,18,B
103.32,13,B
103.3,27,S
103.34,4,B
103.29,151,B
103.25,16,B
103.23,84,B
103.26,104,B
103.26,55,B
103.3,11,S
103.3,28,S
103.28,29,B
103.27,45,S
103.27,45,B
103.31,12,B
103.31,24,B
103.35,40,S
103.32,111,B
103.29,105,S
103.28,12,S
103.33,3,S
103.3,89,S
103.26,8,S
103.28,42,S
103.25,98,S
103.27,123,S
103.29,31,B
103.27,5,B
103.32,37,S
103.28,221,B
103.25,53,B
103.21,52,B
103.23,38,S
103.21,10,B
103.23,4,B
103.22,15,B
103.21,25,S
103.24,6,B
103.2,98,S
103.16,5,B
103.2,10,B
103.25,22,S
103.23,22,B
103.25,38,B
103.27,14,B
103.31,65,B
103.34,2,B
103.3,180,B
103.33,68,B
103.32,15,B
103.27,45,S
103.31,20,S
103.28,36,B
103.3,8,S
103.26,25,S
103.23,34,S
103.23,10,B
103.18,38,S
103.17,4,B
103.16,98,B
103.13,217,S
103.13,3,B
103.12,47,S
103.09,40,S
103.11,144,B
103.08,8,S
103.05,84,S
103.05,64,S
103.1,3,B
103.1,10,S
103.06,21,B
103.04,13,S
103.04,25,S
103.01,46,S
103,48,B
102.95,91,B
102.96,26,B
103,21,S
103.02,57,S
103,47,S
102.99,65,B
102.98,38,S
102.96,38,S
103,15,B
103.05,134,B
103.08,31,S
103.08,129,B
103.07,21,B
103.1,39,S
103.12,126,B
103.11,51,B
103.07,13,B
103.05,6,S
103.05,51,B
103.01,221,B
103.03,2,S
103.06,3,S
103.04,7,S
103.03,9,S
103.02,4,B
102.98,5,B
102.95,19,S
102.94,71,S
102.99,8,B
102.99,30,S
103.04,18,S
103.01,228,S
103,7,B
102.98,67,B
103.03,112,S
103.06,156,B
103.07,54,S
103.1,5,S
103.11,136,S
103.1,94,B
103.08,170,B
103.04,15,S
103.04,17,B
103.01,64,B
103.02,108,B
103.02,36,B
103.02,74,B
103.06,54,S
103.08,133,B
103.08,57,B
103.12,111,B
103.17,27,B
103.12,81,S
103.15,96,B
103.13,44,S
103.17,9,B
103.17,36,S
103.13,68,B
103.15,40,S
103.16,55,S
103.18,61,B
103.17,55,B
103.16,29,S
103.17,105,B
103.17,35,B
103.15,29,B
103.15,123,S
103.18,26,S
103.15,10,S
103.19,35,B
103.2,28,S
103.24,22,S
103.27,51,S
103.28,130,S
103.28,11,B
103.33,116,B
103.36,60,S
103.38,153,B
103.35,70,B
103.39,1,B
103.4,8,B
103.42,23,B
103.41,85,B
103.39,6,S
103.38,93,B
103.37,120,B
103.37,67,S
103.41,156,B
103.45,34,S
103.42,28,B
103.45,76,S
103.41,20,S
103.4,63,S
103.35,21,B
103.32,20,B
103.28,88,S
103.24,34,B
103.2,24,S
103.24,50,B
103.26,91,B
103.24,9,S
103.27,53,B
103.31,7,S
103.28,21,S
103.27,23,B
103.25,14,B
103.21,10,S
103.21,19,S
103.17,8,S
103.18,35,B
103.18,58,B
103.23,28,S
103.24,50,B
103.2,122,B
103.19,52,B
103.15,66,B
103.19,4,S
103.19,29,B
103.22,36,B
103.2,34,S
103.18,36,S
103.19,75,S
103.17,28,B
103.17,54,S
103.17,13,S
103.21,19,B
103.19,22,S
103.24,30,S
103.26,27,B
103.28,57,S
103.29,24,S
103.3,26,B
103.25,72,B
103.27,15,S
103.23,33,S
103.25,5,S
103.23,8,B
103.23,84,S
103.19,132,B
103.17,45,B
103.21,15,S
103.25,31,S
